Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Next 50,28-04-2020,23680.25,23691.6,23234.4,23367.95,-61.3,-0.26,550463499,6313.24,62.71,3.09,1.41
Nifty 100,28-04-2020,9570.6,9582.4,9434.15,9545.05,82.9,0.88,1167294737,36412.49,23.18,2.72,1.59
Nifty 200,28-04-2020,4867.75,4873.25,4799.55,4857.45,44.3,0.92,1562339922,43501.26,22.73,2.6,1.58
Nifty 500,28-04-2020,7690.55,7698.55,7584.85,7672.45,68.5,0.9,1782031657,46644.07,23.77,2.52,1.56
Nifty Midcap 50,28-04-2020,3570.15,3606.95,3528.45,3597.8,66.55,1.88,357934610,6173.32,18.2,1.57,1.79
NIFTY Midcap 100,28-04-2020,13026.05,13090.7,12857.05,13061,167.3,1.3,395045185,7088.76,19.5,1.89,1.47
NIFTY Smallcap 100,28-04-2020,4048.5,4054.25,3976.95,4021.65,29.65,0.74,136944897,1807.66,,1.35,1.76
Nifty50 Dividend Points,28-04-2020,-,-,-,0,0,-,-,-,-,-,-
Nifty Auto,28-04-2020,5476.85,5524.05,5399.3,5447.1,13.9,0.26,99044323,2268.15,17.83,2.38,2.03
Nifty Bank,28-04-2020,20436.6,20751.3,20260.8,20671.1,589.95,2.94,367772101,10339.15,22.07,1.93,0.47
Nifty Energy,28-04-2020,12677.95,12713,12433.45,12547.7,-34.25,-0.27,169197849,6683.45,9.75,1.21,4.09
Nifty Financial Services,28-04-2020,9766.45,9978.4,9696.1,9951.2,323.6,3.36,244696501,13129.2,20.3,2.77,0.74
Nifty FMCG,28-04-2020,29208.9,29233.4,28636,28778.15,-274.4,-0.94,39175236,2465.34,33.52,9.77,1.43
Nifty IT,28-04-2020,13301.95,13317.2,13067.75,13133.65,12.5,0.1,38809479,2312.16,16.74,4.24,2.4
Nifty Media,28-04-2020,1137.8,1145.2,1128.55,1134.9,5.8,0.51,24944589,422.29,157.31,1.43,1.81
Nifty Metal,28-04-2020,1678.3,1685.95,1653.8,1661.65,-4.95,-0.3,112137492,1107.54,8.02,0.7,7.56
Nifty MNC,28-04-2020,12463.05,12470.55,12222,12254.25,-85.35,-0.69,385746700,3519.77,,3.39,2.14
Nifty Pharma,28-04-2020,9699.25,9701,9352,9386.2,-215.85,-2.25,51486443,3152.36,28.99,3.59,0.58
Nifty PSU Bank,28-04-2020,1276.1,1290.3,1267.9,1283.6,15.9,1.25,109421972,1181.88,,0.44,0
Nifty Realty,28-04-2020,182.25,182.6,179.75,181.5,1.4,0.78,14295543,200.2,17.17,1.62,0.54
Nifty India Consumption,28-04-2020,4474.35,4481.05,4397.55,4417.2,-33.45,-0.75,100786410,5927.99,48.21,5.03,1.32
Nifty Commodities,28-04-2020,2543.3,2546.95,2510.4,2517.6,0.65,0.03,275453864,8714.27,11.21,1.14,4.13
Nifty Dividend Opportunities 50,28-04-2020,2062.5,2065.3,2033.4,2043.4,-4.7,-0.23,312030947,6047.59,11.85,1.8,4.87
Nifty Infrastructure,28-04-2020,2660.4,2663.85,2616.7,2632.55,-2.65,-0.1,251993317,9836.32,20.86,1.79,2.27
Nifty PSE,28-04-2020,2311.3,2315.9,2285.75,2289.75,-13.9,-0.6,195860275,1974.06,7.23,0.94,6.67
Nifty Services Sector,28-04-2020,12490.6,12638.95,12371.1,12595.85,277.8,2.26,494814069,19685.85,20.76,2.78,1.46
Nifty50 Shariah,28-04-2020,-,-,-,2261.53,-7.9,-0.35,120623923,5509.08,21.75,3.97,2.3
Nifty500 Shariah,28-04-2020,-,-,-,2671.09,-8.84,-0.33,320284750,11710.23,23.24,3.84,1.83
Nifty Low Volatility 50,28-04-2020,-,-,-,9583.86,-5.08,-0.05,208051336,15994.34,21.08,3.49,1.72
Nifty Alpha 50,28-04-2020,11335.05,11401.4,11228.6,11378.55,151,1.34,234249661,18011.17,28.78,5.42,0.58
Nifty High Beta 50,28-04-2020,-,-,-,814.43,11.83,1.47,960789205,13339.59,,0.59,3.18
Nifty100 Equal Weight,28-04-2020,10492.2,10509.25,10346.6,10401,12.45,0.12,1167294737,36412.49,4033.63,1.85,2.4
Nifty100 Liquid 15,28-04-2020,2303.6,2325.7,2274.05,2318.7,45.1,1.98,347275905,12014.52,23.54,1.33,2.27
Nifty CPSE,28-04-2020,1333.9,1337.7,1317.25,1320.95,-13.1,-0.98,88289584,782.43,6.87,0.91,7.57
Nifty50 Value 20,28-04-2020,4603,4609.05,4527.8,4550.15,-17.85,-0.39,232481712,5025.17,13.17,2.37,3.67
Nifty Midcap Liquid 15,28-04-2020,3065.6,3095.1,3034.65,3083.2,44.25,1.46,112675873,2038.67,14.86,1.68,1.97
Nifty Shariah 25,28-04-2020,-,-,-,3962.34,-27.28,-0.68,150010415,5823.86,23.08,3.4,1.82
India VIX,28-04-2020,38.0425,41.9125,35.0675,35.36,-2.69,-7.06,-,-,-,-,-
Nifty Growth Sectors 15,28-04-2020,4816.45,4864.25,4768.5,4849.1,86,1.81,212420410,12876.65,21.26,4.32,1.16
Nifty50 TR 1x Inverse,28-04-2020,411.15,416.95,410.55,411.55,-4.35,-1.05,-,-,-,-,-
Nifty50 TR 2x Leverage,28-04-2020,3756.75,3767.3,3654.3,3749.75,77.8,2.12,-,-,-,-,-
Nifty50 PR 1x Inverse,28-04-2020,470.05,476.7,469.35,470.5,-5.05,-1.06,-,-,-,-,-
Nifty50 PR 2x Leverage,28-04-2020,2869.95,2877.95,2791.65,2864.55,59.4,2.12,-,-,-,-,-
NIFTY100 Quality 30,28-04-2020,2306.45,2309,2265.1,2276.25,-9.85,-0.43,187004399,13575.67,23.92,5.59,2.09
Nifty 50 Futures TR Index,28-04-2020,-,-,-,9556.05,104.98,1.11,-,-,-,-,-
Nifty 50 Arbitrage,28-04-2020,-,-,-,1906.48,-0.43,-0.02,-,-,-,-,-
NIFTY50 Equal Weight,28-04-2020,9453.4,9465.5,9336.95,9407.9,45.5,0.49,614548983,30091.41,15.75,1.77,2.82
Nifty100 Low Volatility 30,28-04-2020,7822.4,7830.75,7680.45,7710.6,-45.85,-0.59,185416235,15381.07,20.03,3.71,1.84
NIFTY Alpha Low-Volatility 30,28-04-2020,-,-,-,10437.52,-13.89,-0.13,241435740,17496.32,24,4.47,1.34
NIFTY Quality Low-Volatility 30,28-04-2020,-,-,-,7467.99,-47.01,-0.63,106551066,8732.97,24.76,5.92,1.75
NIFTY Alpha Quality Low-Volatility 30,28-04-2020,-,-,-,8661.94,-21.76,-0.25,164610562,17322.92,26.89,6.34,1.41
NIFTY Alpha Quality Value Low-Volatility 30,28-04-2020,-,-,-,6543.2,-48.04,-0.73,192714110,12608.13,18.18,3.61,2.35
NIFTY200 Quality 30,28-04-2020,8863.4,8873.3,8699.3,8721.65,-72.35,-0.82,101103861,6624.85,24.49,6.03,2.14
NIFTY LargeMidcap 250,28-04-2020,-,-,-,4745.63,46.95,1,1579218932,44250.17,22.52,2.47,1.44
NIFTY SME EMERGE,28-04-2020,-,-,-,1095.94,-0.38,-0.03,-,-,11.04,1.03,0.48
Nifty Oil & Gas,28-04-2020,-,-,-,4201.18,28.34,0.68,142366379,6676.66,10.94,1.44,3.72
NIFTY100 ESG,28-04-2020,-,-,-,1823.84,13.91,0.77,1009758403,34321.23,24.46,3,1.35
NIFTY100 Enhanced ESG,28-04-2020,-,-,-,1832.72,15.13,0.83,977787992,33048.09,24.4,3,1.38
NIFTY500 Value 50,28-04-2020,-,-,-,2476.58,12.42,0.5,297813174,2895.73,6.33,0.6,8.3
NIFTY100 Alpha 30,28-04-2020,-,-,-,6821.66,-13.84,-0.2,223539380,20289.97,55.07,5.04,0.78
Nifty 50 Futures Index,28-04-2020,-,-,-,3130.84,33.98,1.1,-,-,-,-,-
Nifty Consumer Durables,28-04-2020,-,-,-,12862.78,201.49,1.59,12576501,842.26,42.74,8.26,0.56
Nifty Midcap 150,28-04-2020,4990.8,5008.15,4934.25,4996.9,55.9,1.13,411924195,7837.68,21.84,2.26,1.27
Nifty MidSmallcap 400,28-04-2020,4482.85,4493.6,4426.8,4478.75,44.9,1.01,614736920,10231.58,26.84,1.88,1.41
Nifty Smallcap 50,28-04-2020,1899.5,1902.75,1865.1,1897.6,20.75,1.11,84304766,1284.43,14.77,1.21,1.6
Nifty Smallcap 250,28-04-2020,3580.4,3585.65,3524.95,3558.7,25.7,0.73,202812725,2393.9,60.6,1.33,1.74
Nifty Private Bank,28-04-2020,11091.9,11298.55,10979.25,11243.55,386,3.56,290369741,9327.43,20.77,2.24,0.58
Nifty Tata Group 25% Cap,28-04-2020,-,-,-,3594.57,21.48,0.6,69780136,1627.77,17.53,1.99,1.25
Nifty Tata Group,28-04-2020,-,-,-,5664.47,57.44,1.02,75040331,1694.58,20.86,4.28,1.36
Nifty Mahindra Group,28-04-2020,-,-,-,6205.19,131.88,2.17,21338601,583.14,10.63,1.55,2.82
Nifty Aditya Birla Group,28-04-2020,-,-,-,2038.47,13.25,0.65,324577486,670.82,,1.01,0.51
Nifty 8-13 yr G-Sec,28-04-2020,2130.64,2135.24,2130.64,2132.39,2.14,0.1,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,28-04-2020,2274.12,2282.26,2274.12,2275.1,1.39,0.06,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,28-04-2020,2290.3,2294.53,2287.92,2289.29,-0.59,-0.03,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,28-04-2020,2510.22,2510.22,2505.92,2505.92,-3.85,-0.15,-,-,-,-,-
Nifty Composite G-sec Index,28-04-2020,2176.47,2182.03,2176.09,2177.51,1.43,0.07,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,28-04-2020,1960.66,1967.92,1960.66,1962.81,2.49,0.13,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),28-04-2020,970.92,974.54,970.92,972,1.07,0.11,-,-,-,-,-
Nifty 1D Rate Index,28-04-2020,-,-,-,1885.17,0.15,0.01,-,-,-,-,-
Nifty50 USD,28-04-2020,-,-,-,4266.42,48.16,1.14,-,-,-,-,-
Nifty Next 50,29-04-2020,23498.2,23694.7,23426.55,23624.05,256.1,1.1,727077340,7085.38,63.59,3.12,1.4
Nifty 100,29-04-2020,9576.75,9754.15,9561.5,9710.7,165.65,1.74,1383333673,38769.8,23.87,2.77,1.57
Nifty 200,29-04-2020,4874.9,4960.25,4868,4939.45,82,1.69,1833236088,45139.61,23.36,2.64,1.55
Nifty 500,29-04-2020,7702.6,7828.3,7692.95,7797.2,124.75,1.63,2061251466,48475.36,24.4,2.56,1.53
Nifty Midcap 50,29-04-2020,3623.3,3663.4,3609.4,3649.15,51.35,1.43,381539493,5263.24,18.47,1.59,1.77
NIFTY Midcap 100,29-04-2020,13138.4,13263.55,13115.7,13227.55,166.55,1.28,449902415,6369.81,19.75,1.91,1.45
NIFTY Smallcap 100,29-04-2020,4055.6,4074.65,4029.75,4050.7,29.05,0.72,155681149,2109.01,,1.36,1.74
Nifty50 Dividend Points,29-04-2020,-,-,-,0.99,0,-,-,-,-,-,-
Nifty Auto,29-04-2020,5492,5568,5461.05,5543.75,96.65,1.77,200005473,3237.16,18.15,2.42,1.99
Nifty Bank,29-04-2020,20440.4,21348.15,20393.65,21090.2,419.1,2.03,400629555,12331.95,24.2,1.97,0.46
Nifty Energy,29-04-2020,12664.5,12721.3,12581.25,12611.55,63.85,0.51,122280952,3571.56,9.8,1.22,4.07
Nifty Financial Services,29-04-2020,9919.4,10392.85,9900.5,10292.9,341.7,3.43,352449698,17536.88,21.67,2.86,0.71
Nifty FMCG,29-04-2020,28887.5,28932.35,28608.25,28665,-113.15,-0.39,43005148,2702.84,33.39,9.73,1.43
Nifty IT,29-04-2020,13250.6,13470.8,13144.8,13424.95,291.3,2.22,37634296,2533.71,17.11,4.34,2.35
Nifty Media,29-04-2020,1146.55,1179.3,1137.1,1165.95,31.05,2.74,42193340,806.68,161.62,1.47,1.76
Nifty Metal,29-04-2020,1666.35,1730.8,1662.2,1723.8,62.15,3.74,190737433,1930.2,8.33,0.73,7.29
Nifty MNC,29-04-2020,12323.25,12358.05,12272,12311.9,57.65,0.47,440251258,3613.3,,3.41,2.13
Nifty Pharma,29-04-2020,9453.3,9498.15,9339.75,9385.45,-0.75,-0.01,47209223,2863.35,28.99,3.59,0.58
Nifty PSU Bank,29-04-2020,1290.9,1323.5,1282.85,1315.6,32,2.49,136976534,1450.4,,0.45,0
Nifty Realty,29-04-2020,182.85,184.7,182.45,183.15,1.65,0.91,14508844,218.98,17.33,1.63,0.53
Nifty India Consumption,29-04-2020,4443.75,4444.75,4415.15,4422,4.8,0.11,116266503,6149.68,48.26,5.03,1.32
Nifty Commodities,29-04-2020,2529.05,2563.45,2522.2,2548.55,30.95,1.23,311575257,6119.51,11.35,1.16,4.08
Nifty Dividend Opportunities 50,29-04-2020,2056.3,2074.65,2050.95,2069.7,26.3,1.29,356111784,7467.87,12,1.82,4.81
Nifty Infrastructure,29-04-2020,2652.2,2675.85,2641.15,2664.35,31.8,1.21,215814661,6390.31,21.12,1.81,2.24
Nifty PSE,29-04-2020,2306.35,2336.65,2298.55,2326.9,37.15,1.62,226904673,1781.82,7.34,0.96,6.56
Nifty Services Sector,29-04-2020,12602,13054.75,12576.95,12976.05,380.2,3.02,552864267,23624,21.84,2.87,1.42
Nifty50 Shariah,29-04-2020,-,-,-,2277.14,15.61,0.69,124999921,6292.28,21.9,4,2.28
Nifty500 Shariah,29-04-2020,-,-,-,2691.83,20.75,0.78,416007308,13242.06,23.42,3.87,1.81
Nifty Low Volatility 50,29-04-2020,-,-,-,9648.66,64.8,0.68,205020915,16283.41,21.2,3.51,1.71
Nifty Alpha 50,29-04-2020,11439.3,11530.05,11410.4,11508.1,129.55,1.14,231011845,16231.34,29.18,5.48,0.57
Nifty High Beta 50,29-04-2020,-,-,-,835.25,20.82,2.56,1195943568,14995.08,,0.61,3.1
Nifty100 Equal Weight,29-04-2020,10450.95,10583.5,10427.25,10562.4,161.4,1.55,1383333673,38769.8,30401.32,1.88,2.37
Nifty100 Liquid 15,29-04-2020,2304.95,2359.55,2296.6,2351.6,32.9,1.42,426548766,13608.75,25.84,1.35,2.24
Nifty CPSE,29-04-2020,1331.25,1347.8,1324.8,1341.75,20.8,1.57,88032132,707.49,6.97,0.93,7.45
Nifty50 Value 20,29-04-2020,4578.7,4619.4,4558.85,4613.05,62.9,1.38,231939126,6107.4,13.36,2.41,3.62
Nifty Midcap Liquid 15,29-04-2020,3104.45,3151.3,3095.2,3143.6,60.4,1.96,108910140,1774.31,15.15,1.72,1.94
Nifty Shariah 25,29-04-2020,-,-,-,3946.5,-15.84,-0.4,172690674,6103.64,23,3.38,1.82
India VIX,29-04-2020,35.355,35.355,31.4825,33.84,-1.52,-4.29,-,-,-,-,-
Nifty Growth Sectors 15,29-04-2020,4862.35,4964.9,4856.1,4937.95,88.85,1.83,214768029,15139.65,21.65,4.4,1.14
Nifty50 TR 1x Inverse,29-04-2020,410.3,410.85,401.95,403.95,-7.6,-1.85,-,-,-,-,-
Nifty50 TR 2x Leverage,29-04-2020,3772.4,3924.85,3762.4,3888.1,138.35,3.69,-,-,-,-,-
Nifty50 PR 1x Inverse,29-04-2020,469.15,469.8,459.6,461.9,-8.6,-1.83,-,-,-,-,-
Nifty50 PR 2x Leverage,29-04-2020,2881.25,2997.7,2873.65,2969.65,105.1,3.67,-,-,-,-,-
NIFTY100 Quality 30,29-04-2020,2286.45,2294.7,2277.45,2287.9,11.65,0.51,241413481,16118.68,24.04,5.62,2.08
Nifty 50 Futures TR Index,29-04-2020,-,-,-,9713.32,157.26,1.65,-,-,-,-,-
Nifty 50 Arbitrage,29-04-2020,-,-,-,1909.46,2.97,0.16,-,-,-,-,-
NIFTY50 Equal Weight,29-04-2020,9442.05,9570.5,9422.55,9549.7,141.8,1.51,653026950,31673.23,16.09,1.8,2.78
Nifty100 Low Volatility 30,29-04-2020,7757.45,7771.05,7725.75,7751.1,40.5,0.53,190380854,15856.84,20.13,3.73,1.83
NIFTY Alpha Low-Volatility 30,29-04-2020,-,-,-,10471.89,34.37,0.33,262860729,18491.57,24.38,4.49,1.33
NIFTY Quality Low-Volatility 30,29-04-2020,-,-,-,7509.11,41.12,0.55,131282137,11594.73,24.89,5.95,1.74
NIFTY Alpha Quality Low-Volatility 30,29-04-2020,-,-,-,8708.55,46.61,0.54,167137961,17729.87,27.03,6.37,1.4
NIFTY Alpha Quality Value Low-Volatility 30,29-04-2020,-,-,-,6579.34,36.14,0.55,189472111,11867.21,18.28,3.63,2.34
NIFTY200 Quality 30,29-04-2020,8771.85,8782.2,8717.75,8752.65,31,0.36,156767725,7894.52,24.57,6.05,2.13
NIFTY LargeMidcap 250,29-04-2020,-,-,-,4816.13,70.51,1.49,1848688430,45750.12,22.99,2.51,1.42
NIFTY SME EMERGE,29-04-2020,-,-,-,1096.49,0.55,0.05,-,-,10.83,1.01,0.48
Nifty Oil & Gas,29-04-2020,-,-,-,4247.42,46.24,1.1,92803709,3625.54,11.06,1.45,3.68
NIFTY100 ESG,29-04-2020,-,-,-,1850.64,26.79,1.47,1219469798,36624.99,25.36,3.05,1.33
NIFTY100 Enhanced ESG,29-04-2020,-,-,-,1859.87,27.15,1.48,1193535821,35578.93,25.3,3.04,1.36
NIFTY500 Value 50,29-04-2020,-,-,-,2539.08,62.51,2.52,424784280,4238.25,6.49,0.62,8.1
NIFTY100 Alpha 30,29-04-2020,-,-,-,6844.9,23.24,0.34,242159047,21024.01,55.76,5.06,0.77
Nifty 50 Futures Index,29-04-2020,-,-,-,3181.94,51.1,1.63,-,-,-,-,-
Nifty Consumer Durables,29-04-2020,-,-,-,12952.62,89.84,0.7,11565601,735.38,43.04,8.32,0.55
Nifty Midcap 150,29-04-2020,5026.35,5068.3,5015.3,5058.3,61.4,1.23,465354757,6980.32,22.09,2.29,1.25
Nifty MidSmallcap 400,29-04-2020,4508.7,4539.85,4495.9,4529.45,50.7,1.13,677917793,9705.56,27.13,1.9,1.39
Nifty Smallcap 50,29-04-2020,1914.45,1932.3,1902.95,1916.05,18.45,0.97,98994677,1510.5,14.91,1.22,1.59
Nifty Smallcap 250,29-04-2020,3589.3,3602.55,3572.85,3590.55,31.85,0.89,212563036,2725.24,61.15,1.35,1.72
Nifty Private Bank,29-04-2020,11091.75,11601.9,11064.95,11455.7,212.15,1.89,299844010,11091.73,22.78,2.28,0.57
Nifty Tata Group 25% Cap,29-04-2020,-,-,-,3639.06,44.49,1.24,89071473,2266.32,17.75,2.01,1.23
Nifty Tata Group,29-04-2020,-,-,-,5779.24,114.77,2.03,95003559,2311.61,21.28,4.37,1.33
Nifty Mahindra Group,29-04-2020,-,-,-,6352.21,147.02,2.37,23910341,762.16,10.88,1.59,2.75
Nifty Aditya Birla Group,29-04-2020,-,-,-,2074.64,36.17,1.77,388078708,788.69,,1.03,0.51
Nifty 8-13 yr G-Sec,29-04-2020,2132.78,2134.57,2131.89,2133.79,1.4,0.07,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,29-04-2020,2275.51,2275.51,2273.16,2273.8,-1.3,-0.06,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,29-04-2020,2289.72,2291.01,2287.01,2290.06,0.77,0.03,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,29-04-2020,2506.38,2506.38,2503.63,2503.63,-2.29,-0.09,-,-,-,-,-
Nifty Composite G-sec Index,29-04-2020,2177.9,2179.06,2176.6,2178.31,0.8,0.04,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,29-04-2020,1963.15,1966.55,1961.76,1964.88,2.07,0.11,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),29-04-2020,971.99,973.68,971.3,972.85,0.85,0.09,-,-,-,-,-
Nifty 1D Rate Index,29-04-2020,-,-,-,1885.34,0.17,0.01,-,-,-,-,-
Nifty50 USD,29-04-2020,-,-,-,4374.06,107.64,2.52,-,-,-,-,-
Nifty Next 50,30-04-2020,23967.45,24164.3,23845.3,24102.75,478.7,2.03,693100856,8745.46,64.88,3.18,1.37
Nifty 100,30-04-2020,9906.05,10031.95,9883.55,10006.9,296.2,3.05,1643801529,48154.19,24.6,2.85,1.52
Nifty 200,30-04-2020,5036.45,5099.3,5026.35,5085.1,145.65,2.95,2300127998,56880.96,24.05,2.72,1.51
Nifty 500,30-04-2020,7947.15,8041.05,7933.3,8012.9,215.7,2.77,2658018047,61021.02,25.07,2.63,1.49
Nifty Midcap 50,30-04-2020,3707.5,3752.7,3695.1,3722.4,73.25,2.01,573647009,7216.72,18.84,1.63,1.73
NIFTY Midcap 100,30-04-2020,13433.1,13598.35,13408.7,13502,274.45,2.07,656326469,8726.77,20.16,1.95,1.42
NIFTY Smallcap 100,30-04-2020,4124.65,4148.5,4068.45,4078,27.3,0.67,192885264,2590.16,,1.37,1.73
Nifty50 Dividend Points,30-04-2020,-,-,-,0.99,0,-,-,-,-,-,-
Nifty Auto,30-04-2020,5667.35,5926.5,5660.55,5901.4,357.65,6.45,337079062,6263.07,19.32,2.58,1.87
Nifty Bank,30-04-2020,21589.2,21967,21353.65,21534.5,444.3,2.11,471511130,11158.91,24.71,2.01,0.45
Nifty Energy,30-04-2020,12821.2,13228.65,12711.2,13154.7,543.15,4.31,203147396,6473.57,10.23,1.27,3.9
Nifty Financial Services,30-04-2020,10504.1,10695.45,10476,10570.8,277.9,2.7,292221446,14220.22,22.26,2.94,0.69
Nifty FMCG,30-04-2020,29078.45,29078.45,28460.05,28669.3,4.3,0.02,65338853,4467.92,33.39,9.74,1.43
Nifty IT,30-04-2020,13841.6,14212.1,13750.25,14108.35,683.4,5.09,61232875,4084.45,17.98,4.56,2.24
Nifty Media,30-04-2020,1185.15,1190,1155.1,1159.75,-6.2,-0.53,31930353,535.42,160.76,1.47,1.77
Nifty Metal,30-04-2020,1763.5,1871.95,1761.05,1859.9,136.1,7.9,254541594,2866.96,8.98,0.79,6.76
Nifty MNC,30-04-2020,12481.4,12552,12431.75,12524.9,213,1.73,458921251,5992.81,,3.47,2.09
Nifty Pharma,30-04-2020,9522.55,9556.5,9253.9,9327.1,-58.35,-0.62,68640854,4457.98,28.81,3.57,0.58
Nifty PSU Bank,30-04-2020,1338.05,1364.6,1321.05,1326.05,10.45,0.79,174611287,1728.94,,0.45,0
Nifty Realty,30-04-2020,185.65,191.75,185.05,187.3,4.15,2.27,18725387,327.69,17.72,1.67,0.52
Nifty India Consumption,30-04-2020,4484.25,4521.15,4450.5,4509.05,87.05,1.97,173413370,10386.86,49.21,5.13,1.29
Nifty Commodities,30-04-2020,2590.3,2691.95,2581.45,2679.95,131.4,5.16,469024382,11042.13,11.93,1.21,3.88
Nifty Dividend Opportunities 50,30-04-2020,2110.2,2154.8,2095.65,2145.25,75.55,3.65,508569502,10844.38,12.44,1.89,4.64
Nifty Infrastructure,30-04-2020,2706.25,2762.9,2688.55,2753.15,88.8,3.33,342952340,11509.1,21.82,1.87,2.17
Nifty PSE,30-04-2020,2361.15,2451.7,2348.65,2439.3,112.4,4.83,307273055,2485.12,7.7,1,6.26
Nifty Services Sector,30-04-2020,13283.25,13501.45,13272.4,13437.95,461.9,3.56,537135135,21734.49,22.61,2.97,1.37
Nifty50 Shariah,30-04-2020,-,-,-,2370.05,92.91,4.08,221646007,11140.96,22.79,4.16,2.19
Nifty500 Shariah,30-04-2020,-,-,-,2769.35,77.52,2.88,584506669,19874.86,24.09,3.98,1.76
Nifty Low Volatility 50,30-04-2020,-,-,-,9842.15,193.49,2.01,261250779,21818.79,21.62,3.58,1.67
Nifty Alpha 50,30-04-2020,11659.15,11799.95,11647.65,11722.2,214.1,1.86,262703990,19475.42,29.72,5.59,0.56
Nifty High Beta 50,30-04-2020,-,-,-,862.61,27.35,3.27,1418048218,15438.04,,0.63,3
Nifty100 Equal Weight,30-04-2020,10755.55,10924.5,10726.15,10890.3,327.9,3.1,1643801529,48154.19,31345.18,1.94,2.29
Nifty100 Liquid 15,30-04-2020,2405.2,2437.95,2397.1,2430.9,79.3,3.37,593875345,13991.38,26.71,1.4,2.17
Nifty CPSE,30-04-2020,1363.85,1430.95,1356.95,1421.65,79.9,5.95,134534972,1162.35,7.39,0.98,7.04
Nifty50 Value 20,30-04-2020,4724.9,4831.55,4684.05,4803.55,190.5,4.13,349266566,10012.96,13.91,2.51,3.48
Nifty Midcap Liquid 15,30-04-2020,3200.45,3249.5,3193.4,3208.9,65.3,2.08,200885627,2893.93,15.46,1.75,1.9
Nifty Shariah 25,30-04-2020,-,-,-,4043.35,96.86,2.45,230572159,10209.94,23.56,3.47,1.78
India VIX,30-04-2020,33.8375,34.2525,32.535,33.99,0.15,0.44,-,-,-,-,-
Nifty Growth Sectors 15,30-04-2020,5019.65,5066.55,4982,5022.25,84.3,1.71,188748359,14346.6,22.02,4.48,1.12
Nifty50 TR 1x Inverse,30-04-2020,395.5,396.35,389.8,391,-12.95,-3.21,-,-,-,-,-
Nifty50 TR 2x Leverage,30-04-2020,4050.7,4161,4035.05,4137.3,249.2,6.41,-,-,-,-,-
Nifty50 PR 1x Inverse,30-04-2020,452.25,453.2,445.7,447.1,-14.8,-3.2,-,-,-,-,-
Nifty50 PR 2x Leverage,30-04-2020,3093.85,3178.1,3081.9,3159.95,190.3,6.41,-,-,-,-,-
NIFTY100 Quality 30,30-04-2020,2329.95,2359.2,2316.45,2350.15,62.25,2.72,220598715,17715.38,24.7,5.77,2.02
Nifty 50 Futures TR Index,30-04-2020,-,-,-,9996.42,283.1,2.91,-,-,-,-,-
Nifty 50 Arbitrage,30-04-2020,-,-,-,1908.99,-0.47,-0.02,-,-,-,-,-
NIFTY50 Equal Weight,30-04-2020,9746.8,9994.8,9716.45,9958.85,409.15,4.28,931173802,39332.46,16.78,1.88,2.67
Nifty100 Low Volatility 30,30-04-2020,7886.55,8003.6,7835.7,7974.55,223.45,2.88,241856097,21662.98,20.71,3.83,1.77
NIFTY Alpha Low-Volatility 30,30-04-2020,-,-,-,10714.41,242.52,2.32,284203886,21877.57,24.95,4.59,1.3
NIFTY Quality Low-Volatility 30,30-04-2020,-,-,-,7714.45,205.33,2.73,174344036,15204.57,25.57,6.11,1.7
NIFTY Alpha Quality Low-Volatility 30,30-04-2020,-,-,-,8909.53,200.98,2.31,217934094,21327.54,27.65,6.52,1.37
NIFTY Alpha Quality Value Low-Volatility 30,30-04-2020,-,-,-,6761.61,182.27,2.77,278306211,17689.61,18.78,3.73,2.28
NIFTY200 Quality 30,30-04-2020,8898.3,9017.35,8839.65,8981.1,228.45,2.61,167862378,12337.3,25.21,6.21,2.08
NIFTY LargeMidcap 250,30-04-2020,-,-,-,4933.99,117.86,2.45,2316456927,57596.77,23.55,2.57,1.38
NIFTY SME EMERGE,30-04-2020,-,-,-,1103.18,6.69,0.61,-,-,10.89,1.02,0.48
Nifty Oil & Gas,30-04-2020,-,-,-,4422.85,175.43,4.13,160542463,6448.44,11.52,1.51,3.54
NIFTY100 ESG,30-04-2020,-,-,-,1907.64,57.01,3.08,1357610583,44330.05,26.14,3.14,1.29
NIFTY100 Enhanced ESG,30-04-2020,-,-,-,1919.32,59.45,3.2,1313591792,42466.88,26.11,3.14,1.32
NIFTY500 Value 50,30-04-2020,-,-,-,2652.01,112.93,4.45,558193818,5321.88,6.78,0.64,7.75
NIFTY100 Alpha 30,30-04-2020,-,-,-,7041.43,196.53,2.87,264686144,23927.51,57.36,5.21,0.75
Nifty 50 Futures Index,30-04-2020,-,-,-,3274.25,92.31,2.9,-,-,-,-,-
Nifty Consumer Durables,30-04-2020,-,-,-,13317.71,365.09,2.82,15459610,1065.55,44.25,8.55,0.54
